,Unnamed: 0,time,value
563,563,2018-07-03 09:39:22,0.27519
564,564,2018-07-03 09:39:25,0.357754
565,565,2018-07-03 09:39:28,0.313768
566,566,2018-07-03 09:39:31,0.28218000000000004
567,567,2018-07-03 09:39:34,0.330716
568,568,2018-07-03 09:39:37,0.0
569,569,2018-07-03 09:39:40,42.306977
570,570,2018-07-03 09:39:43,0.0
571,571,2018-07-03 09:39:47,0.296095
572,572,2018-07-03 09:39:50,0.299458
573,573,2018-07-03 09:39:53,0.274267
574,574,2018-07-03 09:39:56,0.344499
575,575,2018-07-03 09:39:59,0.382417
576,576,2018-07-03 09:40:02,0.32405500000000004
577,577,2018-07-03 09:40:05,0.33381500000000003
578,578,2018-07-03 09:40:08,0.3108
579,579,2018-07-03 09:40:11,0.300843
580,580,2018-07-03 09:40:14,0.289566
581,581,2018-07-03 09:40:17,0.0
582,582,2018-07-03 09:40:20,242.820283
583,583,2018-07-03 09:40:23,0.0
584,584,2018-07-03 09:40:26,0.380768
585,585,2018-07-03 09:40:30,0.0
586,586,2018-07-03 09:40:36,0.282312
587,587,2018-07-03 09:40:39,0.32471500000000003
588,588,2018-07-03 09:40:42,0.28442199999999995
589,589,2018-07-03 09:40:45,0.344499
590,590,2018-07-03 09:40:48,0.27308000000000004
591,591,2018-07-03 09:40:51,0.318912
592,592,2018-07-03 09:40:54,0.273739
593,593,2018-07-03 09:40:57,0.338893
594,594,2018-07-03 09:41:00,0.318516
595,595,2018-07-03 09:41:03,0.0
596,596,2018-07-03 09:41:06,0.280795
597,597,2018-07-03 09:41:09,0.303085
598,598,2018-07-03 09:41:13,0.319176
599,599,2018-07-03 09:41:16,185.370209
600,600,2018-07-03 09:41:19,112.052166
601,601,2018-07-03 09:41:22,0.333222
602,602,2018-07-03 09:41:25,0.0
603,603,2018-07-03 09:41:31,0.343048
604,604,2018-07-03 09:41:34,0.329133
605,605,2018-07-03 09:41:37,0.0
606,606,2018-07-03 09:41:40,0.326429
607,607,2018-07-03 09:41:43,0.0
608,608,2018-07-03 09:41:46,0.393232
609,609,2018-07-03 09:41:49,0.397255
610,610,2018-07-03 09:41:53,0.311922
611,611,2018-07-03 09:41:56,0.355775
612,612,2018-07-03 09:41:59,0.317659
613,613,2018-07-03 09:42:02,0.301568
614,614,2018-07-03 09:42:05,0.282114
615,615,2018-07-03 09:42:08,0.297545
616,616,2018-07-03 09:42:11,0.0
617,617,2018-07-03 09:42:14,0.384791
618,618,2018-07-03 09:42:17,0.358875
619,619,2018-07-03 09:42:20,0.340806
620,620,2018-07-03 09:42:23,0.300117
621,621,2018-07-03 09:42:26,0.592915
622,622,2018-07-03 09:42:29,216.252483
623,623,2018-07-03 09:42:33,0.395804
624,624,2018-07-03 09:42:36,0.32821
625,625,2018-07-03 09:42:39,0.3596
626,626,2018-07-03 09:42:42,0.0
627,627,2018-07-03 09:42:45,0.29161
628,628,2018-07-03 09:42:48,0.373844
